#######################;;;;;;;;;;;X
# muster; -1- ; -2- ; -3- ; -4- ; -5- ; -6- ;; -8- ;;;X
#######################;;;;;;;;;;;X
# Majors;;;;;;;;;;;X
# England;;;;;;;;;;;X
# England land brigades;;;;;;;;;;;X
MODEL_ITA_18_2;SM.82 Canguru;SM.82 Canguru;SM.82 Canguru;SM.82 Canguru;SM.82 Canguru;SM.82 Canguru;SM.82 Canguru;SM.82 Canguru;;;X
MODEL_ITA_18_3;Savoia-Marchetti SM.95;Savoia-Marchetti SM.95;Savoia-Marchetti SM.95;Savoia-Marchetti SM.95;Savoia-Marchetti SM.95;Savoia-Marchetti SM.95;Savoia-Marchetti SM.95;Savoia-Marchetti SM.95;;;X
MODEL_ITA_18_4;Fiat G.12;Fiat G.12;Fiat G.12;Fiat G.12;Fiat G.12;Fiat G.12;;Fiat G.12;;;X
MODEL_ITA_18_5;Fairchild C-119 Flying Boxcar;Fairchild C-119 Flying Boxcar;Fairchild C-119 Flying Boxcar;Fairchild C-119 Flying Boxcar;Fairchild C-119 Flying Boxcar;Fairchild C-119 Flying Boxcar;Fairchild C-119 Flying Boxcar;Fairchild C-119 Flying Boxcar;;;X
# Italy naval units;;;;;;;;;;;X
MODEL_ITA_21_0;Caio Dulio-class;Classe Caio Dulio;Classe Caio Dulio;Clase Caio Dulio;Caio Dulio-Klasse;Caio Dulio-klasa;;Caio Dulio-Klasse;;;X
MODEL_ITA_21_1;Ammiraglio di Saint Bon-class;Classe Ammiraglio di Saint Bon;Classe Ammiraglio di Saint Bon;Clase Ammiraglio di Saint Bon;Ammiraglio di Saint Bon-Klasse;Ammiraglio di Saint Bon-klasa;;Ammiraglio di Saint Bon-Klasse;;;X
MODEL_ITA_21_2;Dante Alighieri-class;Classe Dante Alighieri;Classe Dante Alighieri;Clase Dante Alighieri;Dante Alighieri-Klasse;Dante Alighieri-klasa;;Dante Alighieri-Klasse;;;X
MODEL_ITA_21_3;Conte di Cavour-class;Classe Conte di Cavour;Classe Conte di Cavour;Clase Conte di Cavour;Conte di Cavour-Klasse;Conte di Cavour-klasa;;Conte di Cavour-Klasse;;;X
MODEL_ITA_21_4;Caracciolo-class;Classe Caracciolo;Classe Caracciolo;Clase Caracciolo;Caracciolo-Klasse;Caracciolo-klasa;;Caracciolo-Klasse;;;X
MODEL_ITA_21_7;Vittorio Veneto-class;Classe Vittorio Veneto;Classe Vittorio Veneto;Clase Vittorio Veneto;Vittorio Veneto-Klasse;Vittorio Veneto-klasa;;Vittorio Veneto-Klasse;;;X
MODEL_ITA_22_0;Etna-class;Classe Etna;Classe Etna;Clase Etna;Etna-Klasse;Etna-klasa;;Etna-Klasse;;;X
MODEL_ITA_22_1;Quarto-class;Classe Quarto;Classe Quarto;Clase Quarto;Quarto-Klasse;Quarto-klasa;;Quarto-Klasse;;;X
MODEL_ITA_22_2;Campania-class;Classe Campania;Classe Campania;Clase Campania;Campania-Klasse;Campania-klasa;;Campania-Klasse;;;X
MODEL_ITA_22_3;Giussano-class;Classe Giussano;Classe Giussano;Clase Giussano;Giussano-Klasse;Giussano-klasa;;Giussano-Klasse;;;X
MODEL_ITA_22_4;Montecuccoli-class;Classe Montecuccoli;Classe Montecuccoli;Clase Montecuccoli;Montecuccoli-Klasse;Montecuccoli-klasa;;Montecuccoli-Klasse;;;X
MODEL_ITA_22_5;Capitani Romani-class;Classe Capitani Romani;Classe Capitani Romani;Clase Capitani Romani;Capitani Romani-Klasse;Capitani Romani-klasa;;Capitani Romani-Klasse;;;X
MODEL_ITA_22_6;Etna-class;Etna;Etna;Clase Etna;Etna-Klasse;Etna-klasa;;Etna-Klasse;;;X
MODEL_ITA_23_1;Marco Polo-class;Classe Marco Polo;Classe Marco Polo;Clase Marco Polo;Marco Polo-Klasse;Marco Polo-klasa;;Marco Polo-Klasse;;;X
MODEL_ITA_23_2;Pisa-class;Classe Pisa;Classe Pisa;Clase Pisa;Pisa-Klasse;Pisa-klasa;;Pisa-Klasse;;;X
MODEL_ITA_23_3;Trento-class;Classe Trento;Classe Trento;Clase Trento;Trento-Klasse;Trento-klasa;;Trento-Klasse;;;X
MODEL_ITA_23_4;Zara-class;Classe Zara;Classe Zara;Clase Zara;Zara-Klasse;Zara-klasa;;Zara-Klasse;;;X
MODEL_ITA_25_0;Lampo-class;Classe Lampo;Classe Lampo;Clase Lampo;Lampo-Klasse;Lampo-klasa;;Lampo-Klasse;;;X
MODEL_ITA_25_1;Soldati Artigliere-class;Classe Soldati Artigliere;Classe Soldati Artigliere;Clase Soldati Artigliere;Soldati Artigliere-Klasse;Soldati Artigliere-klasa;;Soldati Artigliere-Klasse;;;X
MODEL_ITA_25_2;Indomito-class;Classe Indomito;Classe Indomito;Clase Indomito;Indomito-Klasse;Indomito-klasa;;Indomito-Klasse;;;X
MODEL_ITA_25_3;La Masa-class;Classe La Masa;Classe La Masa;Clase La Masa;La Masa-Klasse;La Masa-klasa;;La Masa-Klasse;;;X
MODEL_ITA_25_4;Sella-class;Classe Sella;Classe Sella;Clase Sella;Sella-Klasse;Sella-klasa;;Sella-Klasse;;;X
MODEL_ITA_25_5;Maestrale-class;Classe Maestrale;Classe Maestrale;Clase Maestrale;Maestrale-Klasse;Maestrale-klasa;;Maestrale-Klasse;;;X
MODEL_ITA_25_6;Soldati-class;Classe Soldati;Classe Soldati;Clase Soldati;Soldati-Klasse;Soldati-klasa;;Soldati-Klasse;;;X
MODEL_ITA_25_7;Commandanti Medaglie d’Oro-class;Classe Commandanti Medaglie d’Oro;Classe Commandanti Medaglie d’Oro;Clase Commandanti Medaglie d’Oro;Commandanti Medaglie d’Oro-Klasse;Commandanti Medaglie d’Oro-klasa;;Commandanti Medaglie d’Oro-Klasse;;;X
MODEL_ITA_25_9;Impavido-class;Classe Impavido;Classe Impavido;Clase Impavido;Impavido-Klasse;Impavido-klasa;;Impavido-Klasse;;;X
MODEL_ITA_26_2;Aquila-class;Classe Aquila;Classe Aquila;Clase Aquila;Aquila-Klasse;Aquila-klasa;;Aquila-Klasse;;;X
MODEL_ITA_27_0;Giuseppe Miraglia-class;Classe Giuseppe Miraglia;Classe Giuseppe Miraglia;Clase Giuseppe Miraglia;Giuseppe Miraglia-Klasse;Giuseppe Miraglia-klasa;;Giuseppe Miraglia-Klasse;;;X
MODEL_ITA_27_2;Sparviero-class;Classe Sparviero;Classe Sparviero;Clase Sparviero;Sparviero-Klasse;Sparviero-klasa;;Sparviero-Klasse;;;X
MODEL_ITA_28_0;Delfino-class;Classe Delfino;Classe Delfino;Clase Delfino;Delfino-Klasse;Delfino-klasa;;Delfino-Klasse;;;X
MODEL_ITA_28_1;Nautilus-class;Classe Nautilus;Classe Nautilus;Clase Nautilus;Nautilus-Klasse;Nautilus-klasa;;Nautilus-Klasse;;;X
MODEL_ITA_28_2;F-class;Classe F;Classe F;Clase F;F-Klasse;F-klasa;;F-Klasse;;;X
MODEL_ITA_28_3;Mameli-class;Classe Mameli;Classe Mameli;Clase Mameli;Mameli-Klasse;Mameli-klasa;;Mameli-Klasse;;;X
MODEL_ITA_28_4;Sirena-class;Classe Sirena;Classe Sirena;Clase Sirena;Sirena-Klasse;Sirena-klasa;;Sirena-Klasse;;;X
MODEL_ITA_28_5;Marcello-class;Classe Marcello;Classe Marcello;Clase Marcello;Marcello-Klasse;Marcello-klasa;;Marcello-Klasse;;;X
MODEL_ITA_28_6;Acciaio-class;Classe Acciaio;Classe Acciaio;Clase Acciaio;Acciaio-Klasse;Acciaio-klasa;;Acciaio-Klasse;;;X
MODEL_ITA_28_7;Flutto-class;Classe Flutto;Classe Flutto;Clase Flutto;Flutto-Klasse;Flutto-klasa;;Flutto-Klasse;;;X
#MODEL_ITA_28_8;Gato-class;Classe Gato;Classe Gato;Clase Gato;Gato-Klasse;Gato-klasa;;Gato-Klasse;;;X
MODEL_ITA_28_9;Toti-class;Classe Toti;Classe Toti;Clase Toti;Toti-Klasse;Toti-klasa;;Toti-Klasse;;;X
MODEL_ITA_29_0;Ettore Fieramosca-class;Classe Ettore Fieramosca;Classe Ettore Fieramosca;Clase Ettore Fieramosca;Ettore Fieramosca-Klasse;Ettore Fieramosca-klasa;;Ettore Fieramosca-Klasse;;;X
MODEL_ITA_30_1;Tripoli-class AP;;;;;;;;;;x;
MODEL_ITA_30_4;Enrichetta-class AP;;;;;;;;;;x;
MODEL_ITA_30_5;Caorle-class LSD;;;;;;;;;;x;
# Japan;;;;;;;;;;;X
# land brigade;;;;;;;;;;;X
BRIG_MODEL_JAP_1_0;;;;;;;;;;;X
BRIG_MODEL_JAP_1_1;;;;;;;;;;;X
BRIG_MODEL_JAP_1_2;;;;;;;;;;;X
BRIG_MODEL_JAP_1_3;;;;;;;;;;;X
BRIG_MODEL_JAP_1_4;;;;;;;;;;;X
BRIG_MODEL_JAP_1_5;;;;;;;;;;;X
BRIG_MODEL_JAP_1_6;;;;;;;;;;;X
BRIG_MODEL_JAP_1_7;Type 11 3,7cm;Type 11 3,7cm;Type 11 3,7cm;Tipo 11 3,7cm;Type 11 3,7cm;Type 11 3,7cm;;Type 11 3,7cm;;;X
BRIG_MODEL_JAP_1_8;Type 38 10cm;Type 38 10cm;Type 38 10cm;Tipo 38 10cm;Type 38 10cm;Type 38 10cm;;Type 38 10cm;;;X
BRIG_MODEL_JAP_1_9;Type 4 15cm;Type 4 15cm;Type 4 15cm;Tipo 4 15cm;Type 4 15cm;Type 4 15cm;;Type 4 15cm;;;X
BRIG_MODEL_JAP_1_10;Type 91 10cm;Type 91 10cm;Type 91 10cm;Tipo 91 10cm;Type 91 10cm;Type 91 10cm;;Type 91 10cm;;;X
BRIG_MODEL_JAP_1_11;Type 96 15cm;Type 96 15cm;Type 96 15cm;Tipo 96 15cm;Type 96 15cm;Type 96 15cm;;Type 96 15cm;;;X
BRIG_MODEL_JAP_1_12;;;;;;;;;;;X
BRIG_MODEL_JAP_1_13;;;;;;;;;;;X
BRIG_MODEL_JAP_2_0;Type 2 Ho-I;Type 2 Ho-I;Type 2 Ho-I;Tipo 2 Ho-I;Type 2 Ho-I;Type 2 Ho-I;;Type 2 Ho-I;;;X
BRIG_MODEL_JAP_2_1;Type 3 Ho-Ni III;Type 3 Ho-Ni III;Type 3 Ho-Ni III;Tipo 3 Ho-Ni III;Type 3 Ho-Ni III;Type 3 Ho-Ni III;;Type 3 Ho-Ni III;;;X
BRIG_MODEL_JAP_2_2;Type 4 Ho-Ro;Type 4 Ho-Ro;Type 4 Ho-Ro;Tipo 4 Ho-Ro;Type 4 Ho-Ro;Type 4 Ho-Ro;;Type 4 Ho-Ro;;;X
BRIG_MODEL_JAP_2_3;;;;;;;;;;;X
BRIG_MODEL_JAP_2_4;;;;;;;;;;;X
BRIG_MODEL_JAP_2_5;;;;;;;;;;;X
BRIG_MODEL_JAP_2_6;;;;;;;;;;;X
BRIG_MODEL_JAP_6_0;Type 1 Ho-Ni I;Type 1 Ho-Ni I;Type 1 Ho-Ni I;Tipo 1 Ho-Ni I;Type 1 Ho-Ni I;Type 1 Ho-Ni I;;Type 1 Ho-Ni I;;;X
BRIG_MODEL_JAP_6_1;Type 1 Ho-Ni II;Type 1 Ho-Ni II;Type 1 Ho-Ni II;Tipo 1 Ho-Ni II;Type 1 Ho-Ni II;Type 1 Ho-Ni II;;Type 1 Ho-Ni II;;;X
BRIG_MODEL_JAP_6_2;Type 3 Ho-Ni III;Type 3 Ho-Ni III;Type 3 Ho-Ni III;Tipo 3 Ho-Ni III;Type 3 Ho-Ni III;Type 3 Ho-Ni III;;Type 3 Ho-Ni III;;;X
BRIG_MODEL_JAP_6_3;;;;;;;;;;;X
BRIG_MODEL_JAP_6_4;;;;;;;;;;;X
BRIG_MODEL_JAP_6_5;;;;;;;;;;;X
BRIG_MODEL_JAP_6_6;;;;;;;;;;;X
BRIG_MODEL_JAP_7_0;Ko-Gata Sensha;Ko-Gata Sensha;Ko-Gata Sensha;Ko-Gata Sensha;Ko-Gata Sensha;Ko-Gata Sensha;;Ko-Gata Sensha;;;X
BRIG_MODEL_JAP_7_1;Mark A Whippet;Mark A Whippet;Mark A Whippet;Mark A Whippet;Mark A Whippet;Mark A Whippet;;Mark A Whippet;;;X
BRIG_MODEL_JAP_7_2;Carden Loyd Tankette;Carden Loyd Tankette;Carden Loyd Tankette;Carden Loyd Tankette;Carden Loyd Tankette;Carden Loyd Tankette;;Carden Loyd Tankette;;;X
BRIG_MODEL_JAP_7_3;Type 94 Te-Ke;Type 94 Te-Ke;Type 94 Te-Ke;Tipo 94 Te-Ke;Type 94 Te-Ke;Type 94 Te-Ke;;Type 94 Te-Ke;;;X
BRIG_MODEL_JAP_7_4;Vickers 6 ton;Vickers 6 ton;Vickers 6 ton;Vickers 6 ton;Vickers 6 ton;Vickers 6 ton;;Vickers 6 ton;;;X
BRIG_MODEL_JAP_7_5;Type 95 Ha-Go;Type 95 Ha-Go;Type 95 Ha-Go;Tipo 95 Ha-Go;Type 95 Ha-Go;Type 95 Ha-Go;;Type 95 Ha-Go;;;X
BRIG_MODEL_JAP_7_6;Type 97 Te-Ke;Type 97 Te-Ke;Type 97 Te-Ke;Tipo 97 Te-Ke;Type 97 Te-Ke;Type 97 Te-Ke;;Type 97 Te-Ke;;;X
BRIG_MODEL_JAP_7_7;Type 98 Ke-Ni;Type 98 Ke-Ni;Type 98 Ke-Ni;Tipo 98 Ke-Ni;Type 98 Ke-Ni;Type 98 Ke-Ni;;Type 98 Ke-Ni;;;X
BRIG_MODEL_JAP_7_8;Type 2 Ke-To;Type 2 Ke-To;Type 2 Ke-To;Tipo 2 Ke-To;Type 2 Ke-To;Type 2 Ke-To;;Type 2 Ke-To;;;X
BRIG_MODEL_JAP_8_0;;;;;;;;;;;X
BRIG_MODEL_JAP_8_1;;;;;;;;;;;X
BRIG_MODEL_JAP_8_2;Tank No. 1;Tank No. 1;Tank No. 1;Blindado No. 1;Tank No. 1;Tank No. 1;;Tank No. 1;;;X
BRIG_MODEL_JAP_8_3;Type 91;Type 91;Type 91;Tipo 91;Type 91;Type 91;;Type 91;;;X
BRIG_MODEL_JAP_8_4;Type 94;Type 94;Type 94;Tipo 94;Type 94;Type 94;;Type 94;;;X
BRIG_MODEL_JAP_8_5;;;;;;;;;;;X
BRIG_MODEL_JAP_9_0;;;;;;;;;;;X
BRIG_MODEL_JAP_9_1;O-I;O-I;O-I;O-I;O-I;O-I;;O-I;;;X
BRIG_MODEL_JAP_10_0;;;;;;;;;;;X
BRIG_MODEL_JAP_10_1;;;;;;;;;;;X
BRIG_MODEL_JAP_10_2;;;;;;;;;;;X
BRIG_MODEL_JAP_10_3;;;;;;;;;;;X
BRIG_MODEL_JAP_10_4;Model 25 Vickers Crossley 'DOWA';Model 25 Vickers Crossley 'DOWA';Model 25 Vickers Crossley 'DOWA';Modelo 25 Vickers Crossley 'DOWA';Model 25 Vickers Crossley 'DOWA';Model 25 Vickers Crossley 'DOWA';;Model 25 Vickers Crossley 'DOWA';;;X
BRIG_MODEL_JAP_10_5;Type 2592 Osaka HoKoKu-Go;Type 2592 Osaka HoKoKu-Go;Type 2592 Osaka HoKoKu-Go;Tipo 2592 Osaka HoKoKu-Go;Type 2592 Osaka HoKoKu-Go;Type 2592 Osaka HoKoKu-Go;;Type 2592 Osaka HoKoKu-Go;;;X
BRIG_MODEL_JAP_10_6;Type 2595 So-Ki;Type 2595 So-Ki;Type 2595 So-Ki;Tipo 2595 So-Ki;Type 2595 So-Ki;Type 2595 So-Ki;;Type 2595 So-Ki;;;X
BRIG_MODEL_JAP_10_7;;;;;;;;;;;X
BRIG_MODEL_JAP_28_0;Type 94 Truck;Type 94;Type 94;Tipo 94;Type 94;Type 94;;Type 94;;;X
BRIG_MODEL_JAP_28_1;Type 98 Ko-Hi;Type 98 Ko-Hi;Type 98 Ko-Hi;Tipo 98 Ko-Hi;Type 98 Ko-Hi;Type 98 Ko-Hi;;Type 98 Ko-Hi;;;X
BRIG_MODEL_JAP_28_2;Type 98 Ho-Ki;Type 98 Ho-Ki;Type 98 Ho-Ki;Tipo 98 Ho-Ki;Type 98 Ho-Ki;Type 98 Ho-Ki;;Type 98 Ho-Ki;;;X
BRIG_MODEL_JAP_29_0;;;;;;;;;;;X
BRIG_MODEL_JAP_29_1;Type 89A I-Go;Type 89A I-Go;Type 89A I-Go;Tipo 89A I-Go;Type 89A I-Go;Type 89A I-Go;;Type 89A I-Go;;;X
BRIG_MODEL_JAP_29_2;Type 89B I-Go Otsu;Type 89B I-Go Otsu;Type 89B I-Go Otsu;Type 89B I-Go Otsu;Type 89B I-Go Otsu;Type 89B I-Go Otsu;;Type 89B I-Go Otsu;;;X
BRIG_MODEL_JAP_29_3;Type 97 Chi-Ha;Type 97 Chi-Ha;Type 97 Chi-Ha;Tipo 97 Chi-Ha;Type 97 Chi-Ha;Type 97 Chi-Ha;;Type 97 Chi-Ha;;;X
BRIG_MODEL_JAP_29_4;Type 1 Chi-He;Type 1 Chi-He;Type 1 Chi-He;Tipo 1 Chi-He;Type 1 Chi-He;Type 1 Chi-He;;Type 1 Chi-He;;;X
BRIG_MODEL_JAP_29_5;Type 3 Chi-Nu;Type 3 Chi-Nu;Type 3 Chi-Nu;Tipo 3 Chi-Nu;Type 3 Chi-Nu;Type 3 Chi-Nu;;Type 3 Chi-Nu;;;X
BRIG_MODEL_JAP_29_6;Type 4 Chi-To;Type 4 Chi-To;Type 4 Chi-To;Tipo 4 Chi-To;Type 4 Chi-To;Type 4 Chi-To;;Type 4 Chi-To;;;X
BRIG_MODEL_JAP_29_7;Type 5 Chi-Ri;Type 5 Chi-Ri;Type 5 Chi-Ri;Type 5 Chi-Ri;Type 5 Chi-Ri;Type 5 Chi-Ri;;Type 5 Chi-Ri;;;X
BRIG_MODEL_JAP_29_8;;;;;;;;;;;X
BRIG_MODEL_JAP_29_9;;;;;;;;;;;X
BRIG_MODEL_JAP_29_10;Type 61;Type 61;Type 61;Type 61;Type 61;Type 61;;Type 61;;;X
BRIG_MODEL_JAP_29_11;;;;;;;;;;;X
BRIG_MODEL_JAP_32_0;Type 2 Ka-Mi;Type 2 Ka-Mi;Type 2 Ka-Mi;Type 2 Ka-Mi;Type 2 Ka-Mi;Type 2 Ka-Mi;;Type 2 Ka-Mi;;;X
BRIG_MODEL_JAP_32_1;Type 5 To-Ku;Type 5 To-Ku;Type 5 To-Ku;Type 5 To-Ku;Type 5 To-Ku;Type 5 To-Ku;;Type 5 To-Ku;;;X
BRIG_MODEL_JAP_33_0;Ku-3 So-Ra;Ku-3 So-Ra;Ku-3 So-Ra;Ku-3 So-Ra;Ku-3 So-Ra;Ku-3 So-Ra;;Ku-3 So-Ra;;;X
BRIG_MODEL_JAP_33_1;Ku-6 Sora-Sha;Ku-6 Sora-Sha;Ku-6 Sora-Sha;Ku-6 Sora-Sha;Ku-6 Sora-Sha;Ku-6 Sora-Sha;;Ku-6 Sora-Sha;;;X
BRIG_MODEL_JAP_34_0;70 mm Type 92;70 mm Type 92;70 mm Type 92;70 mm Type 92;70 mm Type 92;70 mm Type 92;;70 mm Type 92;;;X
BRIG_MODEL_JAP_34_1;;;;;;;;;;;X
BRIG_MODEL_JAP_34_2;;;;;;;;;;;X
BRIG_MODEL_JAP_34_3;;;;;;;;;;;X
BRIG_MODEL_JAP_34_4;;;;;;;;;;;X
BRIG_MODEL_JAP_35_0;;;;;;;;;;;X
BRIG_MODEL_JAP_35_1;;;;;;;;;;;X
BRIG_MODEL_JAP_35_2;;;;;;;;;;;X
BRIG_MODEL_JAP_35_3;;;;;;;;;;;X
BRIG_MODEL_JAP_35_4;;;;;;;;;;;X
BRIG_MODEL_JAP_35_5;;;;;;;;;;;X
# Japan air brigades;;;;;;;;;;;X
BRIG_MODEL_JAP_14_0;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;;;X
BRIG_MODEL_JAP_14_1;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;;;X
BRIG_MODEL_JAP_14_2;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;;;X
BRIG_MODEL_JAP_14_3;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;;;X
BRIG_MODEL_JAP_14_4;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;;;X
BRIG_MODEL_JAP_14_5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;;;X
BRIG_MODEL_JAP_14_6;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;;;X
BRIG_MODEL_JAP_14_7;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;;A7M2 Reppu / B7A2;;;X
BRIG_MODEL_JAP_14_8;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;;Ki-201 Karyu / Kikka;;;X
BRIG_MODEL_JAP_15_0;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;Kawasaki Ki-38;;Kawasaki Ki-38;;;X
BRIG_MODEL_JAP_15_1;Kawasaki Ki-45;Kawasaki Ki-45;Kawasaki Ki-45;Kawasaki Ki-45;Kawasaki Ki-45;Kawasaki Ki-45;Kawasaki Ki-45;Kawasaki Ki-45;;;X
BRIG_MODEL_JAP_15_2;Kawasaki Ki-102;Kawasaki Ki-102;Kawasaki Ki-102;Kawasaki Ki-102;Kawasaki Ki-102;Kawasaki Ki-102;Kawasaki Ki-102;Kawasaki Ki-102;;;X
BRIG_MODEL_JAP_15_3;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;Kawasaki Ki-96;;;X
BRIG_MODEL_JAP_15_4;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;Rikugun Ki-93;;;X
BRIG_MODEL_JAP_15_5;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;Nakajima Ki-201 Karyu;;Nakajima Ki-201 Karyu;;;X
BRIG_MODEL_JAP_15_6;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;Mitsubishi F-1;;Mitsubishi F-1;;;X
BRIG_MODEL_JAP_30_0;Curtiss Model E;Curtiss Model E;Curtiss Model E;Curtiss Model E;Curtiss Model E;Curtiss Model E;;Curtiss Model E;;;X
BRIG_MODEL_JAP_30_1;Hansa-Brandenburg W.33;Hansa-Brandenburg W.33;Hansa-Brandenburg W.33;Hansa-Brandenburg W.33;Hansa-Brandenburg W.33;Hansa-Brandenburg W.33;;Hansa-Brandenburg W.33;;;X
BRIG_MODEL_JAP_30_2;Felixstowe F.5;Felixstowe F.5;Felixstowe F.5;Felixstowe F.5;Felixstowe F.5;Felixstowe F.5;;Felixstowe F.5;;;X
BRIG_MODEL_JAP_30_3;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;Yokosuka E1Y;;Yokosuka E1Y;;;X
BRIG_MODEL_JAP_30_4;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;Aichi E3A;;Aichi E3A;;;X
BRIG_MODEL_JAP_30_5;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;Nakajima E4N;;Nakajima E4N;;;X
BRIG_MODEL_JAP_30_6;Kawanishi E7K;Kawanishi E7K;Kawanishi E7K;Kawanishi E7K;Kawanishi E7K;Kawanishi E7K;;Kawanishi E7K;;;X
BRIG_MODEL_JAP_30_7;Kawanishi E15K;Kawanishi E15K;Kawanishi E15K;Kawanishi E15K;Kawanishi E15K;Kawanishi E15K;;Kawanishi E15K;;;X
BRIG_MODEL_JAP_31_0;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;1MT/1MF;;;X
BRIG_MODEL_JAP_31_1;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;B1M/A1N;;;X
BRIG_MODEL_JAP_31_2;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;D1A/B2M/A2N;;;X
BRIG_MODEL_JAP_31_3;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;B5M/B4Y/A5M;;;X
BRIG_MODEL_JAP_31_4;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;D3A/B5N/A6M2;;;X
BRIG_MODEL_JAP_31_5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;D4Y/B6N/A6M5;;;X
BRIG_MODEL_JAP_31_6;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;D4Y/B6N/A7M;;;X
BRIG_MODEL_JAP_31_7;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;A7M2 Reppu / B7A2;;A7M2 Reppu / B7A2;;;X
BRIG_MODEL_JAP_31_8;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;Ki-201 Karyu / Kikka;;Ki-201 Karyu / Kikka;;;X
## Japan land units;;;;;;;;;;;X
MODEL_JAP_4_0;Type 95 Ha-Go;Type 95 Ha-Go;Type 95 Ha-Go;Tipo 95 Ha-Go;Type 95 Ha-Go;Type 95 Ha-Go;;Type 95 Ha-Go;;;X
MODEL_JAP_4_1;Type 97 Te-Ke;Type 97 Te-Ke;Type 97 Te-Ke;Tipo 97 Te-Ke;Type 97 Te-Ke;Type 97 Te-Ke;;Type 97 Te-Ke;;;X
MODEL_JAP_4_2;Type 98 Ke-Ni;Type 98 Ke-Ni;Type 98 Ke-Ni;Type 98 Ke-Ni;Type 98 Ke-Ni;Type 98 Ke-Ni;;Type 98 Ke-Ni;;;X
