path,kind,family,source,provenance,sha256
mod/gfx/map/units/bmp/AUBM-IND-MOTORIZED A-WALK D-NE.bmp,bmp,motorized,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=3,generated original India service sprite; not derived from another mod,2374ed5279646803e1d277346ca43a8e6f0d5a8ab9322742592dd32ce74c9197
mod/gfx/map/units/bmp/AUBM-IND-MOTORIZED A-WALK D-NW.bmp,bmp,motorized,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=3,generated original India service sprite; not derived from another mod,07760ed6acf14f5f11ba84e50c616527211e69fdbc4034ab642b9d119ce99024
mod/gfx/map/units/bmp/AUBM-IND-MOTORIZED A-WALK D-S.bmp,bmp,motorized,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=3,generated original India service sprite; not derived from another mod,2374ed5279646803e1d277346ca43a8e6f0d5a8ab9322742592dd32ce74c9197
mod/gfx/map/units/bmp/AUBM-IND-MOTORIZED A-WALK D-SE.bmp,bmp,motorized,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=3,generated original India service sprite; not derived from another mod,2374ed5279646803e1d277346ca43a8e6f0d5a8ab9322742592dd32ce74c9197
mod/gfx/map/units/bmp/AUBM-IND-MOTORIZED A-WALK D-SW.bmp,bmp,motorized,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=3,generated original India service sprite; not derived from another mod,07760ed6acf14f5f11ba84e50c616527211e69fdbc4034ab642b9d119ce99024
mod/gfx/map/units/bmp/AUBM-IND-MOTORIZED A-WALK D-W.bmp,bmp,motorized,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=3,generated original India service sprite; not derived from another mod,07760ed6acf14f5f11ba84e50c616527211e69fdbc4034ab642b9d119ce99024
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-E.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,9e25b5c75985aa98889c7a296ccccade9f797c8428b82e531135a4d21eed0b57
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-N.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,dbbb95b8d687b8f9f772eb106d0d4469c32ddb4f559eb8eccd508c96434e8b9f
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-NE.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,b4fd8f849b172a7cbd8de662115299e8f61a296e541f487ba25cdacc786462f5
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-NW.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,a71d574a31c9c79ab2d750b6a1533c7b5619fb86f1f13b7c5971386c3eb58c65
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-S.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,8fedbc961d37ee1c137a15f1740b77fc82c06940bb0163f7577fc1bab45970a3
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-SE.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,1aa582cac91e3110b3f235246680cc9fc44c7cc3dd448203ff28f599db9149bd
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-SW.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,79635a7601d75c4a9158c9b730e261c94b189b4a561a21d3e37153bfa4e4220a
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-FIRE D-W.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,77079aa3041389056b3cebc00694f68227792b19f67f290433f95aaa57345f47
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-STAND.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,183e89622486d8560695a2558f5f77184fedeb42ab9b25f5c6e844b3ebc6ef69
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-E.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,f75b7ed2117ff203ee079732c0be950d6d3112967494542b0c485488c562ccb0
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-N.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,a3787d5072d03454394961ef9bd1acd2a6374ab4d5e4235c561747222e8d20f0
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-NE.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,63ba1cce31b97dcd8633966467832dbf27bc7521ad133a424b40b719a9a23119
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-NW.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,0f1bd981b33f534dbcfe40494ff9910a50e27e60d64ea2355936e8c979e7c239
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-S.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,f819168663691264ba0c8cf4dab06f37999324c79c1cec7e2d40ece21f35a9c5
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-SE.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,ad4237b06f43aef1e8c5b8fb9ed8510e36f484a50d38bdd9859c464ea10639ce
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-SW.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,62d4f897e4437cd5b123dc30c4773bda65e3cb805f0ecaf84df75ae65040e071
mod/gfx/map/units/bmp/AUBM-IND-SUBMARINE A-WALK D-W.bmp,bmp,submarine,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=9,generated original India service sprite; not derived from another mod,d9f43faa6cd374411ce74780ec2b750b0a247f1659d555483cdf4be3f645a3a1
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-E.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,a84f3d26781b616a40d694e1119edd95cd11ecfaf1b7d92e72a2000bc8e0f667
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-N.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,59e1e4dbe625bfd7809bfe9224734b2c4a7e0760c6784a7eee441ff8626b8080
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-NE.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,ed0f1b7b667bf54cd6c6f1873889623efe231c11ec7ab2a283147d55b282efe9
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-NW.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,c805b06b9dda97a76953ac0780ef2b4c9f142fb3ffc3210b620ce8289be94c7c
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-S.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,870eaa6d03ed7146860b7e18e0d20a1079ef83e8f9c544e140d88735425dcc58
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-SE.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,12aa4f899a243720935a7db5ae639bf64fabc0d8584d982f67d7bdbba5e4e16a
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-SW.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,0e307e71f8e4481f1617f8f3c82da9901232705d57f85f788bac08c83e6e830c
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-FIRE D-W.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,c7b94a314081d0a0fc586a9d33d4e024844f93568dfb713d1c0a9d99d25b8de7
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-STAND.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,f847b5f81f9754726fd625cbed1e1d432a3324c4153d4c7d7f72ce972eaa0313
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-E.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,51a8b1ca0eeb56e792c0b96f928449b8376ffb0a7b4a796af5ed032f3eec86c6
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-N.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,e0555b18b195e9207dbe22cfc14743ea6648302bb5b0f2b0a9e0bba4c78b257d
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-NE.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,6170ff8111fd4e52f0233ef73d9dbc44b380919b0ca2c915b86c265c524d86ec
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-NW.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,ffbc542af782f6b357831561c60012754060a3351de184dd73394edfd6bd856f
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-S.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,0b670ff4e1acc6cf9489a85ceb929bfdd489dbf7075873496efe9dc2a866e4c4
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-SE.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,5767bf3bb11a276248d5c14128b70f6cd3ca779ada58e8694159f64fee0ce7cf
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-SW.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,b0d161eef6b4706f6a3b2a4f56e0c3280c1c83a8750c0e0ba4d7222d9ab94c81
mod/gfx/map/units/bmp/AUBM-IND-TRANSPORT A-WALK D-W.bmp,bmp,transport,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=3,generated original India service sprite; not derived from another mod,f2eafb276b9c0c15cac24704634738fe714705304e41bf3d4c4fef97135e3335
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-E.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,951ef9e8dd40fb6ebe0ef49c81e5af663ceaaad0b3952cab39101b1d17e3d817
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-N.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,d1fe7e6a19544d2fb6151216f92dba4bfc2f39d5036add932d0cfb7d7204837e
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-NE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,6929a473b61ef282b7f08a9d952b6ca3fea6d987eaf865d9a6b21e48b9d5831e
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-NW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,e5cab2fae37d7931a2a2e33d851d589e48ab554cd318b9df2cfda892fb6dd061
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-S.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,200b2f4f76ad39f66622fa056533662ad2dfe320f77575e7aac832a998b400b0
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-SE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,be8bdff25c210c34d1c362568380a6ba6c8dda8b9cb572981b9da839ff226f57
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-SW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,6a77c741e4fef40e96abca435a27db380cb95977d2536b22627c97e9aab288d5
mod/gfx/map/units/T-BATTLECRUISER A-FIRE C-IND L-1 D-W.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,b98eafc91329be18066316ab2dc6b35ca464222b11d8f711a40e58fd210cbc17
mod/gfx/map/units/T-BATTLECRUISER A-STAND C-IND L-1.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,722a11540ebaa51e5ae4c600330ade6921273c698d83dd74e48bc5593792ee52
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-E.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,0ca3f377e7f751a3fe97f927d982b8dac1f343377e7ec8a7dbeff57540a35b5b
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-N.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,bf4d966dedbde8ead00b00e18b96c39619481ac78b31b811a224430f09c26ef7
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-NE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,9d3bcd40befc10ad181be5e676251d5599c263a3c3f562174f52d09435f7df15
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-NW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,63d02997bcd777a76fc01351b24b31d773ae9118991fe972f7dc19665750b207
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-S.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,93d5cd0d4d74d1a25241c9af0f83c0db645b2bdd981b9b1cd6fa4dee1e109e22
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-SE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,b8a7dffcd851ecb019469108a4deb770432fefc09fe0e9dec18bd8ad02f7b545
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-SW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,04fc02af458af0e25b2cb38cd149484431f85ace16388a1ec239d78924fad9d8
mod/gfx/map/units/T-BATTLECRUISER A-WALK C-IND L-1 D-W.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,b1f8eb231f58972bb95287714ca83da25f925a67bb81b2a3081dfc75f9d4006a
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-E.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,951ef9e8dd40fb6ebe0ef49c81e5af663ceaaad0b3952cab39101b1d17e3d817
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-N.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,d1fe7e6a19544d2fb6151216f92dba4bfc2f39d5036add932d0cfb7d7204837e
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-NE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,6929a473b61ef282b7f08a9d952b6ca3fea6d987eaf865d9a6b21e48b9d5831e
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-NW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,e5cab2fae37d7931a2a2e33d851d589e48ab554cd318b9df2cfda892fb6dd061
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-S.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,200b2f4f76ad39f66622fa056533662ad2dfe320f77575e7aac832a998b400b0
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-SE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,be8bdff25c210c34d1c362568380a6ba6c8dda8b9cb572981b9da839ff226f57
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-SW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,6a77c741e4fef40e96abca435a27db380cb95977d2536b22627c97e9aab288d5
mod/gfx/map/units/T-BATTLESHIP A-FIRE C-IND L-1 D-W.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,b98eafc91329be18066316ab2dc6b35ca464222b11d8f711a40e58fd210cbc17
mod/gfx/map/units/T-BATTLESHIP A-STAND C-IND L-1.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,722a11540ebaa51e5ae4c600330ade6921273c698d83dd74e48bc5593792ee52
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-E.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,0ca3f377e7f751a3fe97f927d982b8dac1f343377e7ec8a7dbeff57540a35b5b
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-N.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,bf4d966dedbde8ead00b00e18b96c39619481ac78b31b811a224430f09c26ef7
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-NE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,9d3bcd40befc10ad181be5e676251d5599c263a3c3f562174f52d09435f7df15
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-NW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,63d02997bcd777a76fc01351b24b31d773ae9118991fe972f7dc19665750b207
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-S.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,93d5cd0d4d74d1a25241c9af0f83c0db645b2bdd981b9b1cd6fa4dee1e109e22
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-SE.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,b8a7dffcd851ecb019469108a4deb770432fefc09fe0e9dec18bd8ad02f7b545
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-SW.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,04fc02af458af0e25b2cb38cd149484431f85ace16388a1ec239d78924fad9d8
mod/gfx/map/units/T-BATTLESHIP A-WALK C-IND L-1 D-W.spr,spr,capital,tools/art_sources/v4_sprites/india_service_sheet_02.png#panel=1,generated original India service sprite; not derived from another mod,b1f8eb231f58972bb95287714ca83da25f925a67bb81b2a3081dfc75f9d4006a
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-E.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,d1b7499e1d8636bfe2ffb3043fff76e797a812727e166acebb2037ab7412531f
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-N.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,99c805d6c3ecfaa8a3c6262568569050ab640c89d872e922a959d88de3fe3aad
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-NE.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,6b114d90707319666d96fce892301bd35a2c5e37b55acbaa18ffa23ceb1624e0
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-NW.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,1e6c39d248a2916d7dafd66fedb7b18837d90a691080aaa918a47c32b705244f
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-S.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,cc5d38ae64dd219064960612799b17790099708911ba98cc9e5087ead0e50efd
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-SE.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,8d00ab6fbaa609b9284d3f8fa1232b2a766bdbf30e9c17c734b290efccb41e55
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-SW.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,2e4695d0a5a260ea41929e8f1d5898676757239dfd2b20fddf615772223f4e49
mod/gfx/map/units/T-BOMBER A-FIRE C-IND L-1 D-W.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,01c56e9a15c84e4e4385d0c5c8d903382b48949339f77413448b9956eb41d6ee
mod/gfx/map/units/T-BOMBER A-STAND C-IND L-1.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,84784dade8e6b6f156727fa5e8aad1144f14d281c9f4753eb660e2847ce39900
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-E.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,eb3eeb3c32eb263c197eb451e51dc644bd0718d6fe53f8c9b95f31484ebee534
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-N.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,2e6e4a409ac2f5cf936e8121c246bac17d82e10e8ba88d60fccdd48c93b71ab0
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-NE.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,3184d75740ac4c2303d41da85f9b9e9ea446a41f2f75b175b255ce26f7080448
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-NW.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,8851b7bf4b60dfc1f06e0e8375c0e76a90e0b815a949bcac9339bc38c52244f2
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-S.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,5a50b937f3799df28e9582187b747833297d24bfdf36210557b824314d798191
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-SE.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,5d25f4a8d76a1750f2d2ef941a9d6b88eb230a9f1dda7adfd3023ffaed5626ae
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-SW.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,f1fe3efea7c17f276b14cc7aa7d64f4204b387f7c49ce985c4dc0ac498b9cb21
mod/gfx/map/units/T-BOMBER A-WALK C-IND L-1 D-W.spr,spr,bomber,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=6,generated original India service sprite; not derived from another mod,c2d0f4b80bae0b698bd1d697e4cdad53210197ccca473e04cf558052215067c2
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-E.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,7322a2ba23939d677daefbd913f5b111f98036718ed72f45b38635754f409ed4
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-N.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,9836c4bf6b4cf6f973e8a47652ed6d8add999997c6fcc4d57eac8833f50bba04
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-NE.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,09524e6e978a539bcb20986144b0153e53e297e36a943f17c32bd69d9fc79333
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-NW.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,f96ae3aea89084c8b4e5af8bc2a31f0ab2e89b3942805acb991ea0c9e67c61a7
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-S.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,6213d257be808b03645995f786d770ab8dfe1551ef513b432af64b8bd6eeef87
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-SE.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,f85eb183efa37b98471da624e2631d78e014ae06da6768033e02acf22be0261d
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-SW.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,b28bd09d5a6e0f1f8d03ce22032b2f8564cec42d5c2921ce5bc28c7b1c389284
mod/gfx/map/units/T-CARRIER A-FIRE C-IND D-W.spr,spr,carrier,tools/art_sources/v4_sprites/india_service_sheet_01.png#panel=8,generated original India service sprite; not derived from another mod,9638b1fa8190495d09851080cbdf61a8faf622d4571b67ec9cd21b729561a1c1
