kind,id,name,game_assignment,historical_basis,alt_history_embellishment,source_url
tech_team,250019,Armoured Forces Centre,"skill 7 | combined_arms_focus, small_unit_tactics, mechanics, training | available 1930",Builds on Indian cavalry mechanization and the later Armoured Corps Centre at Ahmednagar.,Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://www.bharat-rakshak.com/army/units/armoured-corps/
tech_team,250020,Indian Strategic Air Command,"skill 7 | bomber_tactics, centralized_execution, piloting, aircraft_testing | available 1930","A counterfactual wartime command assembled from the Royal Indian Air Force's bomber, transport and maritime roles.",Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://www.bharat-rakshak.com/iaf/history/ww2/
tech_team,250021,Directorate of Naval Construction,"skill 8 | carrier_design, naval_engineering, technical_efficiency, naval_artillery, mechanics | available 1933",Projects indigenous ship design and dockyard capacity into a centralized prewar construction directorate.,Historical capability is consolidated and accelerated by independence; research breadth is expanded to cover the alternate state's strategic programme.,https://www.indiannavy.nic.in/content/directorate-naval-design
tech_team,250022,Indian Naval Air Arm,"skill 7 | carrier_tactics, aeronautics, aircraft_testing, piloting, naval_training | available 1933","Based on India's later Fleet Air Arm, brought forward to support the alternate carrier programme.",Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://www.indiannavy.nic.in/content/naval-aviation
tech_team,250023,Indian Fleet Tactical School,"skill 7 | large_taskforce_tactics, small_taskforce_tactics, naval_training, seamanship, carrier_tactics, marine_training | available 1933","Counterfactual war college drawing on Royal Indian Navy staff, signals and convoy experience.",Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://www.bharat-rakshak.com/navy/history/
tech_team,250024,Submarine Warfare School,"skill 6 | submarine_tactics, small_taskforce_tactics, seamanship, naval_training, electronics, submarine_design | available 1933",Counterfactual prewar school based on India's later submarine arm and dockyard engineering base.,Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://www.indiannavy.nic.in/content/submarine-arm
tech_team,250025,Indian Air Staff College,"skill 8 | fighter_tactics, bomber_tactics, piloting, centralized_execution, training, airborne_training | available 1933",Based on the later Defence Services Staff College and the rapid wartime expansion of Indian air training.,Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://www.dssc.gov.in/
tech_team,250026,Mechanised Warfare Directorate,"skill 8 | vehicle_engineering, mechanics, combined_arms_focus, training, technical_efficiency, maneuver_tactics, blitzkrieg_tactics | available 1933",Accelerates the historical mechanization of Indian cavalry and wartime armoured formations.,Historical capability is consolidated and accelerated by independence; research breadth is expanded to cover the alternate state's strategic programme.,https://www.bharat-rakshak.com/army/units/armoured-corps/
tech_team,250027,Indian General Staff College,"skill 8 | large_unit_tactics, small_unit_tactics, combined_arms_focus, training, decentralized_execution, infantry_focus, mountain_training, maneuver_tactics | available 1933",The Command and Staff College at Quetta trained Indian and British officers from the early twentieth century.,Historical capability is consolidated and accelerated by independence; research breadth is expanded to cover the alternate state's strategic programme.,https://en.wikipedia.org/wiki/Command_and_Staff_College
tech_team,250028,Aeronautics and Rocket Centre,"skill 8 | rocketry, aeronautics, mathematics, electronics, chemistry | available 1938",Counterfactual centre combining IISc aeronautics with early international liquid-rocket science.,Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://iisc.ac.in/about/general-information/history/
tech_team,250029,Atomic Energy Commission,"skill 9 | nuclear_physics, nuclear_engineering, mathematics, chemistry, management | available 1944",India's Atomic Energy Commission was created in 1948 under Homi Bhabha.,Historical capability is consolidated and accelerated by independence; research breadth is expanded to cover the alternate state's strategic programme.,https://dae.gov.in/history/
tech_team,250030,Indian Ocean Signals Bureau,"skill 7 | electronics, mathematics, naval_training, technical_efficiency, management | available 1935","Counterfactual bureau grounded in wartime naval wireless, direction finding and Indian signals personnel.",Historical capability is consolidated and accelerated by independence; the institution is deliberately founded earlier than in real history.,https://www.bharat-rakshak.com/navy/history/
tech_team,250031,Bengal Chemicals and Pharmaceuticals,"skill 5 | medicine, chemistry, industrial_engineering, management | available 1930",Founded by P. C. Ray; a major indigenous chemical and pharmaceutical enterprise from the early twentieth century.,Historical capability is consolidated and accelerated by independence; research breadth is expanded to cover the alternate state's strategic programme.,https://bengalchemicals.co.in/our-history/
